timestamp,aqi,pm25,pm10,no2,o3
2026-08-17 02:00:00+00:00,3.0,19.9,85.57,0.1,43.55
2026-08-17 03:00:00+00:00,3.0,19.41,82.0,0.1,43.9
2026-08-17 04:00:00+00:00,3.0,18.97,78.69,0.09,44.19
2026-08-17 05:00:00+00:00,3.0,18.63,75.42,0.07,44.29
2026-08-17 06:00:00+00:00,3.0,18.43,75.04,0.07,44.06
2026-08-17 07:00:00+00:00,3.0,18.13,74.99,0.06,43.3
2026-08-17 08:00:00+00:00,3.0,17.69,74.0,0.06,42.3
2026-08-17 09:00:00+00:00,3.0,17.32,72.57,0.06,41.14
2026-08-17 10:00:00+00:00,3.0,17.18,71.34,0.06,39.95
2026-08-17 11:00:00+00:00,3.0,17.01,69.7,0.06,38.92
2026-08-17 12:00:00+00:00,3.0,16.93,68.76,0.07,38.28
2026-08-17 13:00:00+00:00,3.0,17.1,70.04,0.08,38.04
2026-08-17 14:00:00+00:00,3.0,17.47,72.76,0.09,38.0
2026-08-17 15:00:00+00:00,3.0,17.92,75.96,0.1,37.88
2026-08-17 16:00:00+00:00,3.0,18.52,79.23,0.1,37.67
2026-08-17 17:00:00+00:00,3.0,19.49,83.76,0.1,37.45
2026-08-17 18:00:00+00:00,3.0,20.54,88.31,0.11,37.27
2026-08-17 19:00:00+00:00,3.0,21.22,91.04,0.12,37.02
2026-08-17 20:00:00+00:00,3.0,21.44,91.55,0.12,36.77
2026-08-17 21:00:00+00:00,3.0,21.3,90.39,0.12,36.56
2026-08-17 22:00:00+00:00,3.0,21.09,88.68,0.12,36.26
2026-08-17 23:00:00+00:00,3.0,20.8,86.26,0.12,35.93
2026-08-18 00:00:00+00:00,3.0,20.11,81.3,0.12,35.64
2026-08-18 01:00:00+00:00,3.0,19.25,74.51,0.12,35.41
2026-08-18 02:00:00+00:00,3.0,18.53,69.67,0.12,35.27
2026-08-18 03:00:00+00:00,3.0,17.89,66.13,0.12,35.06
2026-08-18 04:00:00+00:00,3.0,17.04,62.58,0.12,34.93
2026-08-18 05:00:00+00:00,3.0,16.24,60.16,0.11,34.79
2026-08-18 06:00:00+00:00,3.0,15.76,59.42,0.09,34.58
2026-08-18 07:00:00+00:00,3.0,15.63,60.77,0.08,34.11
2026-08-18 08:00:00+00:00,3.0,15.65,61.18,0.07,33.69
2026-08-18 09:00:00+00:00,3.0,15.57,59.93,0.06,33.47
2026-08-18 10:00:00+00:00,3.0,15.43,58.73,0.06,33.34
2026-08-18 11:00:00+00:00,3.0,15.3,59.04,0.07,33.25
2026-08-18 12:00:00+00:00,3.0,15.5,62.21,0.08,33.05
2026-08-18 13:00:00+00:00,3.0,16.13,68.33,0.09,32.91
2026-08-18 14:00:00+00:00,3.0,16.87,75.29,0.1,32.82
2026-08-18 15:00:00+00:00,3.0,17.39,80.86,0.1,32.54
2026-08-18 16:00:00+00:00,3.0,17.84,84.98,0.11,31.97
2026-08-18 17:00:00+00:00,3.0,18.11,87.02,0.11,31.31
2026-08-18 18:00:00+00:00,3.0,17.78,85.25,0.11,30.92
2026-08-18 19:00:00+00:00,3.0,16.9,80.06,0.11,30.94
2026-08-18 20:00:00+00:00,3.0,16.13,75.51,0.11,31.3
2026-08-18 21:00:00+00:00,3.0,16.02,74.25,0.11,31.64
2026-08-18 22:00:00+00:00,3.0,16.11,74.07,0.12,31.76
2026-08-18 23:00:00+00:00,3.0,15.61,71.44,0.12,31.86
2026-08-19 00:00:00+00:00,3.0,14.82,67.64,0.11,32.03
2026-08-19 01:00:00+00:00,3.0,14.1,64.16,0.11,32.49
2026-08-19 02:00:00+00:00,3.0,13.39,58.96,0.11,33.07
2026-08-19 03:00:00+00:00,3.0,12.96,54.57,0.11,33.61
2026-08-19 04:00:00+00:00,3.0,12.91,53.49,0.09,34.1
2026-08-19 05:00:00+00:00,3.0,13.27,54.84,0.08,34.48
2026-08-19 06:00:00+00:00,3.0,13.88,56.69,0.07,34.64
2026-08-19 07:00:00+00:00,3.0,14.58,58.47,0.07,34.61
2026-08-19 08:00:00+00:00,3.0,15.18,60.57,0.06,34.47
2026-08-19 09:00:00+00:00,3.0,15.5,62.9,0.05,34.11
2026-08-19 10:00:00+00:00,3.0,15.49,64.51,0.05,33.73
2026-08-19 11:00:00+00:00,3.0,15.16,64.61,0.06,33.23
2026-08-19 12:00:00+00:00,3.0,14.66,63.75,0.06,32.69
2026-08-19 13:00:00+00:00,3.0,14.23,63.17,0.08,32.17
2026-08-19 14:00:00+00:00,3.0,13.86,62.86,0.1,31.49
2026-08-19 15:00:00+00:00,3.0,13.81,64.12,0.11,30.84
2026-08-19 16:00:00+00:00,3.0,13.94,65.93,0.11,30.19
2026-08-19 17:00:00+00:00,3.0,14.07,67.36,0.11,29.73
2026-08-19 18:00:00+00:00,3.0,14.0,67.49,0.11,29.69
2026-08-19 19:00:00+00:00,3.0,13.6,65.65,0.11,29.9
2026-08-19 20:00:00+00:00,3.0,13.11,63.03,0.11,30.25
2026-08-19 21:00:00+00:00,3.0,12.6,59.37,0.11,30.46
2026-08-19 22:00:00+00:00,3.0,12.12,55.06,0.11,30.48
2026-08-19 23:00:00+00:00,3.0,12.04,52.43,0.11,30.39
2026-08-20 00:00:00+00:00,3.0,12.48,52.54,0.11,30.49
2026-08-20 01:00:00+00:00,3.0,12.84,51.98,0.12,30.93
2026-08-20 02:00:00+00:00,2.0,12.95,49.83,0.12,31.65
2026-08-20 03:00:00+00:00,2.0,13.01,47.29,0.11,32.62
2026-08-20 04:00:00+00:00,2.0,13.06,47.46,0.1,33.76
2026-08-20 05:00:00+00:00,2.0,13.23,48.7,0.08,34.83
2026-08-20 06:00:00+00:00,2.0,13.41,49.38,0.07,35.59
2026-08-20 07:00:00+00:00,3.0,13.66,50.51,0.06,36.02
2026-08-20 08:00:00+00:00,3.0,14.07,53.21,0.05,36.13
2026-08-20 09:00:00+00:00,3.0,14.5,56.47,0.05,35.94
2026-08-20 10:00:00+00:00,3.0,14.82,59.39,0.05,35.72
2026-08-20 11:00:00+00:00,3.0,14.82,60.28,0.05,35.43
2026-08-20 12:00:00+00:00,3.0,14.46,58.92,0.06,35.29
2026-08-20 13:00:00+00:00,3.0,14.03,57.77,0.07,35.19
2026-08-20 14:00:00+00:00,3.0,13.87,57.88,0.09,34.82
2026-08-20 15:00:00+00:00,3.0,13.89,57.73,0.1,34.05
2026-08-20 16:00:00+00:00,3.0,13.77,56.12,0.1,33.06
2026-08-20 17:00:00+00:00,3.0,13.38,52.81,0.11,32.19
2026-08-20 18:00:00+00:00,3.0,13.02,50.78,0.1,31.58
2026-08-20 19:00:00+00:00,3.0,12.81,50.58,0.1,31.13
2026-08-20 20:00:00+00:00,3.0,12.8,51.89,0.1,30.9
2026-08-20 21:00:00+00:00,3.0,13.11,54.29,0.11,30.7
2026-08-20 22:00:00+00:00,3.0,13.73,57.53,0.11,30.68
2026-08-20 23:00:00+00:00,3.0,14.47,60.95,0.11,30.79
2026-08-21 00:00:00+00:00,3.0,15.13,65.32,0.11,31.27
2026-08-21 01:00:00+00:00,3.0,15.63,66.65,0.11,31.96
2026-08-21 02:00:00+00:00,3.0,16.09,67.06,0.11,32.97
2026-08-21 03:00:00+00:00,3.0,16.42,67.52,0.11,34.2
2026-08-21 04:00:00+00:00,3.0,16.4,66.42,0.1,35.55
2026-08-21 05:00:00+00:00,3.0,16.05,64.8,0.08,36.87
2026-08-21 06:00:00+00:00,3.0,15.51,63.0,0.07,37.91
2026-08-21 07:00:00+00:00,3.0,15.05,63.19,0.06,38.63
2026-08-21 08:00:00+00:00,3.0,14.52,63.04,0.06,38.86
2026-08-21 09:00:00+00:00,3.0,13.86,61.14,0.05,39.0
2026-08-21 10:00:00+00:00,3.0,13.27,58.89,0.05,39.2
2026-08-21 11:00:00+00:00,3.0,12.95,57.82,0.05,39.44
2026-08-21 12:00:00+00:00,3.0,13.14,58.13,0.06,39.7
2026-08-21 13:00:00+00:00,3.0,13.74,59.3,0.07,39.84
2026-08-21 14:00:00+00:00,3.0,14.39,60.24,0.08,39.83
2026-08-21 15:00:00+00:00,3.0,14.88,61.56,0.09,39.74
2026-08-21 16:00:00+00:00,3.0,15.22,63.82,0.09,39.57
2026-08-21 17:00:00+00:00,3.0,15.6,66.19,0.09,39.48
2026-08-21 18:00:00+00:00,3.0,16.06,68.27,0.09,39.44
2026-08-21 19:00:00+00:00,3.0,16.63,71.43,0.09,39.5
2026-08-21 20:00:00+00:00,3.0,17.23,76.0,0.09,39.7
2026-08-21 21:00:00+00:00,3.0,17.78,80.85,0.09,40.02
2026-08-21 22:00:00+00:00,3.0,18.17,82.88,0.1,40.37
2026-08-21 23:00:00+00:00,3.0,18.11,82.12,0.1,40.69
2026-08-22 00:00:00+00:00,3.0,17.74,80.04,0.1,40.98
2026-08-22 01:00:00+00:00,3.0,16.94,72.75,0.1,41.32
2026-08-22 02:00:00+00:00,3.0,16.06,64.77,0.1,41.63
2026-08-22 03:00:00+00:00,3.0,15.16,58.21,0.1,42.04
2026-08-22 04:00:00+00:00,3.0,14.48,55.11,0.09,42.4
2026-08-22 05:00:00+00:00,3.0,14.46,55.49,0.07,42.73
2026-08-22 06:00:00+00:00,3.0,14.76,56.8,0.06,42.75
2026-08-22 07:00:00+00:00,3.0,15.01,57.96,0.05,42.54
2026-08-22 08:00:00+00:00,3.0,15.08,59.02,0.05,42.23
2026-08-22 09:00:00+00:00,3.0,15.22,60.71,0.05,41.77
2026-08-22 10:00:00+00:00,3.0,15.57,64.01,0.05,41.38
2026-08-22 11:00:00+00:00,3.0,16.07,67.45,0.05,40.83
2026-08-22 12:00:00+00:00,3.0,16.55,70.11,0.06,40.31
2026-08-22 13:00:00+00:00,3.0,16.94,72.79,0.07,40.1
2026-08-22 14:00:00+00:00,3.0,17.21,75.15,0.08,39.97
2026-08-22 15:00:00+00:00,3.0,17.54,77.47,0.09,39.85
2026-08-22 16:00:00+00:00,3.0,17.99,79.61,0.09,39.76
2026-08-22 17:00:00+00:00,3.0,18.58,82.32,0.1,39.46
2026-08-22 18:00:00+00:00,3.0,19.21,85.35,0.1,39.07
2026-08-22 19:00:00+00:00,3.0,19.73,88.44,0.11,38.72
2026-08-22 20:00:00+00:00,3.0,20.16,90.86,0.11,38.52
2026-08-22 21:00:00+00:00,3.0,20.46,92.79,0.11,38.48
2026-08-22 22:00:00+00:00,3.0,20.75,94.89,0.11,38.65
2026-08-22 23:00:00+00:00,3.0,20.99,96.38,0.11,38.67
2026-08-23 00:00:00+00:00,3.0,21.21,97.28,0.12,38.37
2026-08-23 01:00:00+00:00,3.0,21.42,97.53,0.12,37.96
2026-08-23 02:00:00+00:00,3.0,21.49,97.49,0.13,37.42
2026-08-23 03:00:00+00:00,3.0,21.5,97.51,0.14,37.08
2026-08-23 04:00:00+00:00,3.0,21.4,97.12,0.12,37.04
2026-08-23 05:00:00+00:00,3.0,21.4,97.26,0.11,37.26
2026-08-23 06:00:00+00:00,3.0,21.38,97.29,0.09,37.43
2026-08-23 07:00:00+00:00,3.0,21.32,96.5,0.08,37.38
2026-08-23 08:00:00+00:00,3.0,21.18,94.24,0.07,37.07
2026-08-23 09:00:00+00:00,3.0,21.0,92.81,0.07,36.74
2026-08-23 10:00:00+00:00,3.0,20.92,94.03,0.07,36.61
2026-08-23 11:00:00+00:00,3.0,20.95,96.61,0.07,36.57
2026-08-23 12:00:00+00:00,3.0,21.09,99.49,0.08,36.8
2026-08-23 13:00:00+00:00,4.0,21.34,102.81,0.09,37.14
2026-08-23 14:00:00+00:00,4.0,21.56,105.6,0.11,37.41
2026-08-23 15:00:00+00:00,4.0,21.78,107.7,0.11,37.45
2026-08-23 16:00:00+00:00,4.0,21.92,108.3,0.11,37.31
2026-08-23 17:00:00+00:00,4.0,21.95,108.23,0.11,37.23
2026-08-23 18:00:00+00:00,4.0,21.94,108.13,0.11,37.35
2026-08-23 19:00:00+00:00,4.0,21.89,108.05,0.11,37.62
2026-08-23 20:00:00+00:00,4.0,21.83,107.32,0.1,38.04
2026-08-23 21:00:00+00:00,4.0,21.72,105.11,0.1,38.4
2026-08-23 22:00:00+00:00,4.0,21.72,105.95,0.11,38.68
2026-08-23 23:00:00+00:00,4.0,21.82,107.16,0.11,38.6
2026-08-24 00:00:00+00:00,4.0,21.92,107.28,0.11,38.59
2026-08-24 01:00:00+00:00,4.0,22.1,107.88,0.11,38.68
2026-08-24 02:00:00+00:00,4.0,22.33,109.04,0.12,39.0
2026-08-24 03:00:00+00:00,4.0,22.57,109.94,0.12,39.41
2026-08-24 04:00:00+00:00,4.0,22.69,110.25,0.11,39.83
2026-08-24 05:00:00+00:00,4.0,22.75,110.11,0.09,40.19
2026-08-24 06:00:00+00:00,4.0,22.78,110.05,0.07,40.37
2026-08-24 07:00:00+00:00,4.0,22.77,109.37,0.07,40.21
2026-08-24 08:00:00+00:00,4.0,22.7,108.25,0.06,39.77
2026-08-24 09:00:00+00:00,4.0,22.57,106.69,0.06,38.97
2026-08-24 10:00:00+00:00,4.0,22.37,104.14,0.06,38.03
2026-08-24 11:00:00+00:00,4.0,21.95,100.39,0.07,36.95
2026-08-24 12:00:00+00:00,3.0,21.41,96.91,0.08,36.14
2026-08-24 13:00:00+00:00,3.0,20.88,95.41,0.09,35.9
2026-08-24 14:00:00+00:00,3.0,20.45,95.11,0.11,36.17
2026-08-24 15:00:00+00:00,3.0,20.1,94.19,0.11,36.57
2026-08-24 16:00:00+00:00,3.0,19.78,92.62,0.11,37.03
2026-08-24 17:00:00+00:00,3.0,19.46,90.28,0.11,37.38
2026-08-24 18:00:00+00:00,3.0,19.08,87.6,0.11,37.43
2026-08-24 19:00:00+00:00,3.0,18.66,84.2,0.11,37.39
2026-08-24 20:00:00+00:00,3.0,18.33,81.1,0.11,37.32
2026-08-24 21:00:00+00:00,3.0,18.82,83.92,0.1,37.27
2026-08-24 22:00:00+00:00,3.0,18.83,84.12,0.1,37.68
2026-08-24 23:00:00+00:00,3.0,18.99,84.25,0.1,37.84
2026-08-25 00:00:00+00:00,3.0,19.16,83.93,0.1,37.87
2026-08-25 01:00:00+00:00,3.0,19.27,83.49,0.1,38.01
2026-08-25 02:00:00+00:00,3.0,19.22,82.27,0.1,38.39
2026-08-25 03:00:00+00:00,3.0,19.03,80.09,0.1,38.97
2026-08-25 04:00:00+00:00,3.0,18.73,77.53,0.08,39.49
2026-08-25 05:00:00+00:00,3.0,18.57,75.3,0.07,39.68
2026-08-25 06:00:00+00:00,3.0,18.53,73.37,0.06,39.36
2026-08-25 07:00:00+00:00,3.0,18.53,71.65,0.05,38.68
2026-08-25 08:00:00+00:00,3.0,18.54,70.35,0.05,37.76
2026-08-25 09:00:00+00:00,3.0,18.59,69.74,0.05,36.93
2026-08-25 10:00:00+00:00,3.0,18.74,70.06,0.06,36.33
2026-08-25 11:00:00+00:00,3.0,18.78,70.47,0.06,36.13
2026-08-25 12:00:00+00:00,3.0,18.71,70.77,0.07,36.24
2026-08-25 13:00:00+00:00,3.0,18.54,71.06,0.08,36.86
2026-08-25 14:00:00+00:00,3.0,18.25,70.87,0.09,37.56
2026-08-25 15:00:00+00:00,3.0,17.89,70.33,0.09,38.34
2026-08-25 16:00:00+00:00,3.0,17.49,69.08,0.09,39.09
2026-08-25 17:00:00+00:00,3.0,17.19,67.68,0.09,40.03
2026-08-25 18:00:00+00:00,3.0,16.89,66.25,0.09,41.07
2026-08-25 19:00:00+00:00,3.0,16.51,63.26,0.08,42.23
2026-08-25 20:00:00+00:00,3.0,16.19,60.48,0.08,43.38
2026-08-25 21:00:00+00:00,3.0,16.04,59.06,0.08,44.32
2026-08-25 22:00:00+00:00,3.0,16.01,58.94,0.08,44.97
2026-08-25 23:00:00+00:00,3.0,16.06,58.91,0.08,45.36
2026-08-26 00:00:00+00:00,3.0,16.14,58.37,0.08,45.49
2026-08-26 01:00:00+00:00,3.0,16.2,56.9,0.08,45.63
2026-08-26 02:00:00+00:00,3.0,16.29,55.48,0.08,45.89
2026-08-26 03:00:00+00:00,3.0,16.45,54.98,0.08,46.18
2026-08-26 04:00:00+00:00,3.0,16.71,56.59,0.07,46.15
2026-08-26 05:00:00+00:00,3.0,17.23,59.98,0.06,45.49
2026-08-26 06:00:00+00:00,3.0,17.81,63.55,0.05,44.38
2026-08-26 07:00:00+00:00,3.0,18.35,66.78,0.05,43.13
2026-08-26 08:00:00+00:00,3.0,18.67,69.19,0.05,42.0
2026-08-26 09:00:00+00:00,3.0,18.79,70.59,0.05,41.3
2026-08-26 10:00:00+00:00,3.0,18.72,71.36,0.05,41.36
2026-08-26 11:00:00+00:00,3.0,18.49,71.57,0.05,42.11
2026-08-26 12:00:00+00:00,3.0,18.31,71.99,0.06,42.71
2026-08-26 13:00:00+00:00,3.0,18.18,73.07,0.07,43.17
2026-08-26 14:00:00+00:00,3.0,17.99,74.19,0.08,43.45
2026-08-26 15:00:00+00:00,3.0,17.63,74.62,0.08,43.64
2026-08-26 16:00:00+00:00,3.0,17.08,71.77,0.08,43.89
2026-08-26 17:00:00+00:00,3.0,16.77,70.2,0.08,44.17
2026-08-26 18:00:00+00:00,3.0,16.73,70.29,0.08,44.21
2026-08-26 19:00:00+00:00,3.0,16.76,70.08,0.08,44.1
2026-08-26 20:00:00+00:00,3.0,16.81,69.76,0.08,43.94
2026-08-26 21:00:00+00:00,3.0,16.84,68.5,0.08,43.67
2026-08-26 22:00:00+00:00,3.0,17.02,70.2,0.08,43.35
2026-08-26 23:00:00+00:00,3.0,17.41,73.18,0.08,43.14
2026-08-27 00:00:00+00:00,3.0,17.84,76.22,0.09,43.03
2026-08-27 01:00:00+00:00,3.0,18.24,78.83,0.09,43.21
2026-08-27 02:00:00+00:00,3.0,18.44,80.33,0.09,43.65
2026-08-27 03:00:00+00:00,3.0,18.36,81.08,0.09,44.05
2026-08-27 04:00:00+00:00,3.0,18.05,81.23,0.09,44.37
2026-08-27 05:00:00+00:00,3.0,17.87,81.76,0.07,44.57
2026-08-27 06:00:00+00:00,3.0,17.94,82.81,0.06,44.48
2026-08-27 07:00:00+00:00,3.0,17.97,83.06,0.06,44.05
2026-08-27 08:00:00+00:00,3.0,17.85,82.07,0.06,43.23
2026-08-27 09:00:00+00:00,3.0,17.67,80.65,0.06,42.4
2026-08-27 10:00:00+00:00,3.0,17.53,79.55,0.07,41.94
2026-08-27 11:00:00+00:00,3.0,17.34,78.53,0.07,41.53
2026-08-27 12:00:00+00:00,3.0,17.24,78.42,0.08,41.16
2026-08-27 13:00:00+00:00,3.0,17.39,79.68,0.09,40.8
2026-08-27 14:00:00+00:00,3.0,17.66,81.39,0.1,40.33
2026-08-27 15:00:00+00:00,3.0,17.99,82.97,0.1,39.84
2026-08-27 16:00:00+00:00,3.0,18.12,83.56,0.11,39.46
2026-08-27 17:00:00+00:00,3.0,18.24,84.11,0.11,38.93
2026-08-27 18:00:00+00:00,3.0,18.62,85.95,0.11,38.15
2026-08-27 19:00:00+00:00,3.0,19.02,87.69,0.11,37.3
2026-08-27 20:00:00+00:00,3.0,19.3,89.22,0.11,36.85
2026-08-27 21:00:00+00:00,3.0,19.36,89.66,0.11,36.8
2026-08-27 22:00:00+00:00,3.0,19.18,88.96,0.11,37.28
2026-08-27 23:00:00+00:00,3.0,19.33,89.82,0.11,37.89
2026-08-28 00:00:00+00:00,3.0,19.33,89.75,0.11,38.24
2026-08-28 01:00:00+00:00,3.0,19.29,86.95,0.11,38.45
2026-08-28 02:00:00+00:00,3.0,19.27,83.38,0.12,38.64
2026-08-28 03:00:00+00:00,3.0,19.22,81.08,0.12,39.27
2026-08-28 04:00:00+00:00,3.0,19.21,81.98,0.11,40.09
2026-08-28 05:00:00+00:00,3.0,19.24,83.15,0.1,40.98
2026-08-28 06:00:00+00:00,3.0,19.31,83.21,0.09,41.48
2026-08-28 07:00:00+00:00,3.0,19.34,85.71,0.08,41.41
2026-08-28 08:00:00+00:00,3.0,19.18,86.75,0.08,40.96
2026-08-28 09:00:00+00:00,3.0,18.81,85.76,0.07,40.36
2026-08-28 10:00:00+00:00,3.0,18.5,84.83,0.07,39.72
2026-08-28 11:00:00+00:00,3.0,18.35,84.62,0.08,38.92
2026-08-28 12:00:00+00:00,3.0,18.2,83.93,0.09,38.03
2026-08-28 13:00:00+00:00,3.0,17.75,81.61,0.1,37.23
2026-08-28 14:00:00+00:00,3.0,16.91,77.21,0.11,36.51
2026-08-28 15:00:00+00:00,3.0,15.94,72.52,0.12,35.81
2026-08-28 16:00:00+00:00,3.0,15.28,69.72,0.12,35.11
2026-08-28 17:00:00+00:00,3.0,15.18,69.18,0.12,34.24
2026-08-28 18:00:00+00:00,3.0,15.63,70.83,0.12,33.38
2026-08-28 19:00:00+00:00,3.0,16.38,72.61,0.12,32.75
2026-08-28 20:00:00+00:00,3.0,17.54,76.82,0.13,32.77
2026-08-28 21:00:00+00:00,3.0,17.51,76.79,0.13,32.77
2026-08-28 22:00:00+00:00,3.0,17.75,76.71,0.12,33.45
2026-08-28 23:00:00+00:00,3.0,17.89,77.11,0.12,34.32
2026-08-29 00:00:00+00:00,3.0,17.97,77.86,0.12,35.11
2026-08-29 01:00:00+00:00,3.0,18.01,79.01,0.12,35.95
2026-08-29 02:00:00+00:00,3.0,17.96,78.64,0.12,36.62
2026-08-29 03:00:00+00:00,3.0,17.68,76.65,0.11,37.4
2026-08-29 04:00:00+00:00,3.0,16.77,71.83,0.09,38.55
2026-08-29 05:00:00+00:00,3.0,15.63,66.39,0.08,39.72
2026-08-29 06:00:00+00:00,3.0,14.87,64.28,0.07,40.44
2026-08-29 07:00:00+00:00,3.0,14.76,65.6,0.06,40.58
2026-08-29 08:00:00+00:00,3.0,14.94,67.45,0.05,40.22
2026-08-29 09:00:00+00:00,3.0,15.02,68.32,0.05,39.71
2026-08-29 10:00:00+00:00,3.0,14.95,68.58,0.05,39.12
2026-08-29 11:00:00+00:00,3.0,14.87,68.26,0.05,38.5
2026-08-29 12:00:00+00:00,3.0,14.73,66.64,0.06,37.96
2026-08-29 13:00:00+00:00,3.0,14.46,65.03,0.08,37.72
2026-08-29 14:00:00+00:00,3.0,14.15,64.41,0.09,37.76
2026-08-29 15:00:00+00:00,3.0,14.0,64.48,0.1,37.86
2026-08-29 16:00:00+00:00,3.0,13.94,64.17,0.09,37.76
2026-08-29 17:00:00+00:00,3.0,13.89,63.95,0.09,37.26
2026-08-29 18:00:00+00:00,3.0,14.07,64.76,0.1,36.39
2026-08-29 19:00:00+00:00,3.0,14.36,65.31,0.1,35.63
2026-08-29 20:00:00+00:00,3.0,14.6,65.37,0.1,35.03
2026-08-29 21:00:00+00:00,3.0,14.62,64.61,0.1,34.72
2026-08-29 22:00:00+00:00,3.0,14.5,63.48,0.1,34.92
2026-08-29 23:00:00+00:00,3.0,14.44,63.04,0.1,35.4
2026-08-30 00:00:00+00:00,3.0,14.59,63.82,0.1,35.8
2026-08-30 01:00:00+00:00,3.0,14.94,64.1,0.1,36.09
2026-08-30 02:00:00+00:00,3.0,15.29,63.0,0.1,36.51
2026-08-30 03:00:00+00:00,3.0,15.51,62.96,0.1,37.32
2026-08-30 04:00:00+00:00,3.0,15.33,60.19,0.1,38.4
2026-08-30 05:00:00+00:00,3.0,15.02,57.19,0.09,39.65
2026-08-30 06:00:00+00:00,3.0,14.65,55.23,0.07,40.75
2026-08-30 07:00:00+00:00,3.0,14.47,58.02,0.06,41.35
2026-08-30 08:00:00+00:00,3.0,14.9,64.19,0.06,41.11
2026-08-30 09:00:00+00:00,3.0,15.48,68.99,0.05,40.34
2026-08-30 10:00:00+00:00,3.0,15.72,70.25,0.05,39.35
2026-08-30 11:00:00+00:00,3.0,15.74,69.81,0.05,38.38
2026-08-30 12:00:00+00:00,3.0,15.74,69.47,0.06,37.48
2026-08-30 13:00:00+00:00,3.0,15.83,70.07,0.07,36.65
2026-08-30 14:00:00+00:00,3.0,15.9,70.52,0.09,35.67
2026-08-30 15:00:00+00:00,3.0,15.98,71.12,0.09,34.63
2026-08-30 16:00:00+00:00,3.0,15.88,70.58,0.1,33.81
2026-08-30 17:00:00+00:00,3.0,15.78,70.8,0.1,33.15
2026-08-30 18:00:00+00:00,3.0,15.67,70.59,0.1,32.49
2026-08-30 19:00:00+00:00,3.0,15.51,67.8,0.11,31.9
2026-08-30 20:00:00+00:00,3.0,14.61,59.58,0.11,31.23
2026-08-30 21:00:00+00:00,3.0,14.61,59.58,0.11,31.23
2026-08-30 22:00:00+00:00,3.0,13.33,52.71,0.11,31.58
2026-08-31 19:00:00+00:00,3.0,13.66,53.84,0.1,40.29
